-0.082 	 1.466 
 -0.084 	 1.464 
 -0.084 	 1.464 
 -0.084 	 1.464 
 -0.083 	 1.466 
 -0.084 	 1.466 
 -0.083 	 1.458 
 -0.081 	 1.443 
 -0.078 	 1.419 
 -0.075 	 1.387 
 -0.075 	 1.387 
 -0.072 	 1.353 
 -0.072 	 1.316 
 -0.071 	 1.278 
 -0.071 	 1.238 
 -0.071 	 1.2 
 -0.065 	 1.16 
 -0.065 	 1.16 
 -0.058 	 1.119 
 -0.051 	 1.074 
 -0.046 	 1.028 
 -0.046 	 0.993 
 -0.046 	 0.958 
 -0.045 	 0.93 
 -0.045 	 0.905 
 -0.045 	 0.905 
 -0.04 	 0.874 
 -0.038 	 0.844 
 -0.036 	 0.815 
 -0.032 	 0.786 
 -0.034 	 0.765 
 -0.036 	 0.742 
 -0.037 	 0.723 
 -0.036 	 0.702 
 -0.036 	 0.702 
 -0.033 	 0.673 
 -0.031 	 0.647 
 -0.029 	 0.619 
 -0.027 	 0.593 
 -0.024 	 0.566 
 -0.02 	 0.539 
 -0.02 	 0.539 
 -0.017 	 0.508 
 -0.016 	 0.478 
 -0.015 	 0.45 
 -0.015 	 0.421 
 -0.012 	 0.393 
 -0.009 	 0.363 
 -0.009 	 0.363 
 -0.008 	 0.331 
 -0.013 	 0.296 
 -0.01 	 0.261 
 -0.009 	 0.231 
 -0.007 	 0.199 
 0.002 	 0.174 
 0.001 	 0.153 
 0.001 	 0.153 
 0.005 	 0.139 
 0.007 	 0.132 
 0.013 	 0.124 
 0.025 	 0.118 
 0.032 	 0.108 
 0.045 	 0.1 
 0.055 	 0.101 
 0.055 	 0.101 
 0.067 	 0.104 
 0.085 	 0.1 
 0.102 	 0.099 
 0.122 	 0.092 
 0.141 	 0.088 
 0.162 	 0.085 
 0.186 	 0.084 
 0.186 	 0.084 
 0.21 	 0.081 
 0.235 	 0.077 
 0.261 	 0.077 
 0.286 	 0.077 
 0.31 	 0.078 
 0.335 	 0.079 
 0.335 	 0.079 
 0.36 	 0.08 
 0.382 	 0.08 
 0.403 	 0.082 
 0.413 	 0.083 
 0.423 	 0.089 
 0.431 	 0.098 
 0.439 	 0.109 
 0.439 	 0.109 
 0.45 	 0.122 
 0.459 	 0.134 
 0.466 	 0.148 
 0.471 	 0.162 
 0.48 	 0.182 
 0.485 	 0.201 
 0.49 	 0.22 
 0.49 	 0.22 
 0.495 	 0.239 
 0.497 	 0.257 
 0.5 	 0.278 
 0.504 	 0.3 
 0.504 	 0.322 
 0.505 	 0.343 
 0.504 	 0.363 
 0.504 	 0.363 
 0.504 	 0.376 
 0.509 	 0.383 
 0.512 	 0.384 
 0.523 	 0.383 
 0.536 	 0.383 
 0.55 	 0.385 
 0.55 	 0.385 
 0.57 	 0.389 
 0.592 	 0.393 
 0.615 	 0.399 
 0.639 	 0.405 
 0.662 	 0.411 
 0.684 	 0.413 
 0.707 	 0.417 
 0.707 	 0.417 
 0.732 	 0.419 
 0.758 	 0.42 
 0.782 	 0.425 
 0.81 	 0.424 
 0.833 	 0.423 
 0.857 	 0.423 
 0.896 	 0.429 
 0.896 	 0.429 
 0.925 	 0.435 
 0.949 	 0.438 
 0.966 	 0.438 
 0.963 	 0.426 
 0.962 	 0.414 
 0.963 	 0.406 
 0.964 	 0.387 
 0.964 	 0.387 
 0.971 	 0.374 
 0.976 	 0.357 
 
