0.272	1.598
0.272	1.598
0.272	1.598
0.272	1.598
0.272	1.598
0.272	1.598
0.272	1.598
0.272	1.598
0.272	1.598
0.272	1.598
0.272	1.598
0.272	1.598
0.272	1.598
0.272	1.598
0.272	1.598
0.272	1.599
0.272	1.599
0.272	1.599
0.272	1.593
0.272	1.594
0.272	1.594
0.272	1.594
0.272	1.596
0.273	1.596
0.278	1.591
0.286	1.582
0.286	1.582
0.296	1.572
0.31	1.559
0.323	1.549
0.323	1.549
0.336	1.54
0.349	1.532
0.362	1.524
0.376	1.518
0.376	1.518
0.388	1.508
0.399	1.495
0.412	1.483
0.426	1.471
0.426	1.471
0.442	1.462
0.46	1.454
0.477	1.449
0.477	1.449
0.492	1.437
0.505	1.428
0.519	1.417
0.533	1.403
0.533	1.403
0.547	1.397
0.559	1.386
0.571	1.378
0.571	1.378
0.584	1.372
0.595	1.358
0.61	1.351
0.61	1.351
0.61	1.351
0.637	1.327
0.652	1.317
0.668	1.306
0.684	1.294
0.684	1.294
0.712	1.316
0.738	1.341
0.763	1.367
0.763	1.367
0.783	1.383
0.792	1.368
0.806	1.367
0.823	1.371
0.823	1.371
0.842	1.38
0.848	1.344
0.85	1.292
0.85	1.292
0.85	1.235
0.851	1.18
0.867	1.173
0.881	1.165
0.881	1.165
0.894	1.154
0.909	1.148
0.921	1.135
0.921	1.135
0.933	1.126
0.945	1.117
0.959	1.111
0.974	1.104
0.974	1.104
0.989	1.095
1.007	1.088
1.021	1.074
1.021	1.074
1.035	1.064
1.053	1.053
1.068	1.045
1.085	1.038
1.085	1.038
1.102	1.03
1.115	1.024
1.127	1.015
1.138	1.007
1.138	1.007
1.149	0.998
1.161	0.986
1.174	0.975
1.174	0.975
1.186	0.966
1.2	0.953
1.215	0.942
1.231	0.931
1.249	0.922
1.249	0.922
1.265	0.915
1.283	0.908
1.283	0.908
1.295	0.898
1.307	0.887
1.318	0.875
1.326	0.862
1.326	0.862
1.339	0.851
1.349	0.839
1.362	0.829
1.378	0.818
1.378	0.818
1.394	0.809
1.408	0.795
1.425	0.78
1.425	0.78
1.432	0.756
1.439	0.736
1.449	0.721
1.461	0.718
1.461	0.718
1.48	0.725
1.498	0.73
1.515	0.735
1.515	0.735
1.527	0.729
1.541	0.724
1.556	0.715
1.569	0.704
1.569	0.704
1.585	0.692
1.599	0.681
1.613	0.667
1.627	0.658
1.627	0.658
1.64	0.648
1.652	0.637
1.665	0.631
1.665	0.631
1.678	0.62
1.691	0.612
1.704	0.602
1.718	0.592
1.718	0.592
1.731	0.582
1.745	0.573
1.76	0.563
1.76	0.563
1.774	0.552
1.789	0.542
1.802	0.529
1.816	0.52
1.816	0.52
1.829	0.511
1.842	0.501
1.855	0.492
1.869	0.484
1.869	0.484
1.882	0.476
1.895	0.469
1.909	0.463
1.909	0.463
1.921	0.452
1.934	0.441
1.948	0.431
1.963	0.42
1.963	0.42
1.976	0.409
1.992	0.401
2.006	0.39
2.006	0.39
2.02	0.381
2.034	0.373
2.043	0.356
2.051	0.341
2.051	0.341
2.058	0.325
2.068	0.311
2.078	0.3
2.078	0.3
2.088	0.285
2.1	0.272
2.112	0.258
2.125	0.244
2.125	0.244
2.14	0.233
2.154	0.222
2.167	0.21
2.18	0.201
2.18	0.201
2.192	0.188
2.205	0.177
2.216	0.166
2.216	0.166
2.228	0.154
2.239	0.144
2.25	0.133
2.262	0.12
2.262	0.12
2.275	0.108
2.289	0.096
2.302	0.082
2.302	0.082
2.316	0.07
2.329	0.055
2.341	0.042
2.354	0.03
2.354	0.03
2.367	0.017
2.379	0.007
2.392	-0.004
2.392	-0.004
2.403	-0.014
2.415	-0.025
2.427	-0.036
2.439	-0.047
2.439	-0.047
2.453	-0.059
2.466	-0.071
2.479	-0.084
2.492	-0.093
2.492	-0.093
2.504	-0.102
2.518	-0.113
2.53	-0.12
2.53	-0.12
2.543	-0.131
2.554	-0.145
2.565	-0.154
2.574	-0.166
2.574	-0.166
2.584	-0.178
2.597	-0.187
2.607	-0.203
2.607	-0.203
2.619	-0.213
2.632	-0.226
2.645	-0.237
2.656	-0.248
2.656	-0.248
2.667	-0.263
2.679	-0.273
2.691	-0.286
2.706	-0.294
2.706	-0.294
2.72	-0.303
2.73	-0.319
2.74	-0.333
2.74	-0.333
2.752	-0.347
2.764	-0.36
2.777	-0.37
2.792	-0.38
2.792	-0.38
2.806	-0.393
2.817	-0.404
2.828	-0.416
2.828	-0.416
2.835	-0.432
2.84	-0.449
2.851	-0.468
2.841	-0.484
2.841	-0.484
2.835	-0.495
2.831	-0.503
2.825	-0.504
2.825	-0.504
2.843	-0.512
2.88	-0.516
2.914	-0.524
2.945	-0.537
2.945	-0.537
2.974	-0.55
2.984	-0.561
2.994	-0.576
3.005	-0.591
3.005	-0.591
3.017	-0.601
3.027	-0.615
3.041	-0.619
3.041	-0.619
3.053	-0.624
3.065	-0.629
3.077	-0.637
3.088	-0.647
3.088	-0.647
3.1	-0.656
3.11	-0.673
3.121	-0.688
3.121	-0.688
3.131	-0.702
3.142	-0.715
3.153	-0.724
3.164	-0.737
3.164	-0.737
3.175	-0.751
3.185	-0.767
3.195	-0.78
3.208	-0.79
3.208	-0.79
3.219	-0.802
3.231	-0.813
3.243	-0.824
3.243	-0.824
3.255	-0.835
3.266	-0.847
3.278	-0.858
3.29	-0.871
3.29	-0.871
3.316	-0.888
3.331	-0.898
3.378	-0.862
3.378	-0.862
3.39	-0.874
3.4	-0.871
3.41	-0.883
3.414	-0.906
3.414	-0.906
3.433	-0.896
3.439	-0.899
3.453	-0.908
3.453	-0.908
3.439	-0.956
3.445	-0.989
3.45	-1.024
3.457	-1.044
3.457	-1.044
3.468	-1.062
3.476	-1.082
3.486	-1.098
3.497	-1.112
3.497	-1.112
3.504	-1.129
3.513	-1.141
3.521	-1.155
3.521	-1.155
3.531	-1.169
3.545	-1.181
3.562	-1.171
3.583	-1.145
3.583	-1.145
3.603	-1.129
3.616	-1.114
3.626	-1.118
3.63	-1.14
3.63	-1.14
3.628	-1.162
3.626	-1.189
3.623	-1.22
3.623	-1.22
3.615	-1.257
3.616	-1.274
3.623	-1.272
3.633	-1.261
3.633	-1.261
3.656	-1.208
3.678	-1.214
3.68	-1.245
3.68	-1.245
3.681	-1.286
3.673	-1.367
3.665	-1.345
3.67	-1.323
3.67	-1.323
3.673	-1.28
3.677	-1.234
3.678	-1.241
3.678	-1.241
3.681	-1.229
3.684	-1.239
